regime,dataset_seed,T,tau,dimension,bad_coordinate,eta,radius_r,empirical_risk,population_lower_certificate,lower_scale_eta2_r2_T,certificate_to_lower_scale,suffix_norm
saturated_eta_r_sqrtT,6,128,71,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04050165518226241,0.24999999999999994,0.16200662072904967,0.40250155717446584
saturated_eta_r_sqrtT,6,128,72,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.040809008909530216,0.24999999999999994,0.1632360356381209,0.40402588832516795
saturated_eta_r_sqrtT,6,128,73,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.0411163636255831,0.24999999999999994,0.16446545450233244,0.4055444948475476
saturated_eta_r_sqrtT,6,128,74,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04142371938435476,0.24999999999999994,0.16569487753741907,0.407057441077103
saturated_eta_r_sqrtT,6,128,75,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04173107624377401,0.24999999999999994,0.16692430497509606,0.4085647901788848
saturated_eta_r_sqrtT,6,128,76,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04203843426614166,0.24999999999999994,0.16815373706456666,0.41006660417959767
saturated_eta_r_sqrtT,6,128,77,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.042345793518550896,0.24999999999999994,0.1693831740742036,0.4115629439988782
saturated_eta_r_sqrtT,6,128,78,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04265315407335711,0.24999999999999994,0.17061261629342847,0.4130538694798157
saturated_eta_r_sqrtT,6,128,79,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.042960516008704104,0.24999999999999994,0.17184206403481644,0.4145394394187803
saturated_eta_r_sqrtT,6,128,80,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.0432678794091148,0.24999999999999994,0.17307151763645923,0.4160197115946303
saturated_eta_r_sqrtT,6,128,81,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.043575244366155653,0.24999999999999994,0.17430097746462264,0.41749474279737087
saturated_eta_r_sqrtT,6,128,82,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04388261097918607,0.24999999999999994,0.1755304439167443,0.41896458885634297
saturated_eta_r_sqrtT,6,128,83,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04418997935620537,0.24999999999999994,0.1767599174248215,0.4204293046680282
saturated_eta_r_sqrtT,6,128,84,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04449734961481277,0.24999999999999994,0.1779893984592511,0.4218889442235613
saturated_eta_r_sqrtT,6,128,85,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.0448047218832984,0.24999999999999994,0.17921888753319362,0.4233435606360557
saturated_eta_r_sqrtT,6,128,86,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.045112096301886326,0.24999999999999994,0.18044838520754533,0.42479320616785465
saturated_eta_r_sqrtT,6,128,87,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04541947302415526,0.24999999999999994,0.18167789209662108,0.42623793225784257
saturated_eta_r_sqrtT,6,128,88,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04572685221866724,0.24999999999999994,0.182907408874669,0.4276777895489654
saturated_eta_r_sqrtT,6,128,89,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.0460342340708405,0.24999999999999994,0.18413693628336203,0.4291128279161347
saturated_eta_r_sqrtT,6,128,90,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04634161878511052,0.24999999999999994,0.1853664751404421,0.4305430964947206
saturated_eta_r_sqrtT,6,128,91,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.046649006587432304,0.24999999999999994,0.18659602634972924,0.43196864370987553
saturated_eta_r_sqrtT,6,128,92,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04695639772818843,0.24999999999999994,0.18782559091275378,0.43338951730697634
saturated_eta_r_sqrtT,6,128,93,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.047263792485581754,0.24999999999999994,0.18905516994232707,0.43480576438353163
saturated_eta_r_sqrtT,6,128,94,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04757119116960976,0.24999999999999994,0.1902847646784391,0.4362174314229766
saturated_eta_r_sqrtT,6,128,95,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.047878594126740205,0.24999999999999994,0.19151437650696088,0.4376245643308668
saturated_eta_r_sqrtT,6,128,96,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04818600174543696,0.24999999999999994,0.1927440069817479,0.43902720847410814
saturated_eta_r_sqrtT,6,128,97,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.048493414462721846,0.24999999999999994,0.19397365785088744,0.44042540872400576
saturated_eta_r_sqrtT,6,128,98,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04880083277200663,0.24999999999999994,0.19520333108802657,0.44181920950412135
saturated_eta_r_sqrtT,6,128,99,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04910825723249131,0.24999999999999994,0.1964330289299653,0.4432086548441777
saturated_eta_r_sqrtT,6,128,100,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04941568848050689,0.24999999999999994,0.19766275392202762,0.44459378844159275
saturated_eta_r_sqrtT,6,128,101,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.04972312724328884,0.24999999999999994,0.1988925089731554,0.4459746537326707
saturated_eta_r_sqrtT,6,128,102,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.05003057435581117,0.24999999999999994,0.20012229742324475,0.44735129397607076
saturated_eta_r_sqrtT,6,128,103,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.05033803078150551,0.24999999999999994,0.2013521231260221,0.4487237523519813
