n,dimension,dataset_seed,sampling_attempts,unseen_coordinate,unseen_coordinate_count,rho,radius_r,regime,flat_empirical_risk,flat_saer_exact,global_saer_lower_exact,flat_population_risk_exact,flat_population_risk_mc_8192,flat_population_mc_se,sharp_population_risk_exact,population_gap_exact,flat_is_saer_minimizer,flat_is_r_flat_when_r_le_rho
6,65,13,4,4,3,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.139251708984375,0.0015537221700516388,0.0,0.140625,True,False
6,65,13,4,4,3,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.0618896484375,0.0006905431866896173,0.0,0.0625,True,True
6,65,13,4,4,3,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.0618896484375,0.0006905431866896173,0.0,0.0625,True,True
6,65,13,4,4,3,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.0618896484375,0.0006905431866896173,0.0,0.0625,True,False
6,65,14,1,61,1,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.24847412109375,0.0027622530144308507,0.0,0.25,True,True
6,65,14,1,61,1,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.24847412109375,0.0027622530144308507,0.0,0.25,True,True
6,65,14,1,61,1,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.24847412109375,0.0027622530144308507,0.0,0.25,True,False
6,65,14,1,61,1,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20126403808593757,0.0022374249416889894,0.0,0.2025,True,True
6,65,14,1,61,1,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20126403808593757,0.0022374249416889894,0.0,0.2025,True,True
6,65,14,1,61,1,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20126403808593757,0.0022374249416889894,0.0,0.2025,True,False
6,65,14,1,61,1,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.13976669311523438,0.0015537673206173534,0.0,0.140625,True,True
6,65,14,1,61,1,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.13976669311523438,0.0015537673206173534,0.0,0.140625,True,True
6,65,14,1,61,1,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.13976669311523438,0.0015537673206173534,0.0,0.140625,True,False
6,65,14,1,61,1,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.0621185302734375,0.0006905632536077127,0.0,0.0625,True,True
6,65,14,1,61,1,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.0621185302734375,0.0006905632536077127,0.0,0.0625,True,True
6,65,14,1,61,1,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.0621185302734375,0.0006905632536077127,0.0,0.0625,True,False
6,65,15,1,43,1,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.24951171875,0.002762299198157529,0.0,0.25,True,True
6,65,15,1,43,1,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.24951171875,0.002762299198157529,0.0,0.25,True,True
6,65,15,1,43,1,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.24951171875,0.002762299198157529,0.0,0.25,True,False
6,65,15,1,43,1,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20210449218750007,0.0022374623505075986,0.0,0.2025,True,True
6,65,15,1,43,1,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20210449218750007,0.0022374623505075986,0.0,0.2025,True,True
6,65,15,1,43,1,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20210449218750007,0.0022374623505075986,0.0,0.2025,True,False
6,65,15,1,43,1,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.140350341796875,0.00155379329896361,0.0,0.140625,True,True
6,65,15,1,43,1,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.140350341796875,0.00155379329896361,0.0,0.140625,True,True
6,65,15,1,43,1,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.140350341796875,0.00155379329896361,0.0,0.140625,True,False
6,65,15,1,43,1,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.0623779296875,0.0006905747995393823,0.0,0.0625,True,True
6,65,15,1,43,1,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.0623779296875,0.0006905747995393823,0.0,0.0625,True,True
6,65,15,1,43,1,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.0623779296875,0.0006905747995393823,0.0,0.0625,True,False
8,257,0,1,170,1,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.25262451171875,0.0027621522472559136,0.0,0.25,True,True
8,257,0,1,170,1,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.25262451171875,0.0027621522472559136,0.0,0.25,True,True
8,257,0,1,170,1,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.25262451171875,0.0027621522472559136,0.0,0.25,True,False
8,257,0,1,170,1,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20462585449218756,0.00223734332027729,0.0,0.2025,True,True
8,257,0,1,170,1,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20462585449218756,0.00223734332027729,0.0,0.2025,True,True
8,257,0,1,170,1,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20462585449218756,0.00223734332027729,0.0,0.2025,True,False
8,257,0,1,170,1,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.14210128784179688,0.0015537106390814512,0.0,0.140625,True,True
8,257,0,1,170,1,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.14210128784179688,0.0015537106390814512,0.0,0.140625,True,True
8,257,0,1,170,1,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.14210128784179688,0.0015537106390814512,0.0,0.140625,True,False
8,257,0,1,170,1,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.0631561279296875,0.0006905380618139784,0.0,0.0625,True,True
8,257,0,1,170,1,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.0631561279296875,0.0006905380618139784,0.0,0.0625,True,True
8,257,0,1,170,1,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.0631561279296875,0.0006905380618139784,0.0,0.0625,True,False
8,257,1,1,157,1,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.2490234375,0.0027622833920492146,0.0,0.25,True,True
8,257,1,1,157,1,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.2490234375,0.0027622833920492146,0.0,0.25,True,True
8,257,1,1,157,1,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.2490234375,0.0027622833920492146,0.0,0.25,True,False
8,257,1,1,157,1,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20170898437500007,0.002237449547559864,0.0,0.2025,True,True
8,257,1,1,157,1,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20170898437500007,0.002237449547559864,0.0,0.2025,True,True
8,257,1,1,157,1,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20170898437500007,0.002237449547559864,0.0,0.2025,True,False
8,257,1,1,157,1,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.14007568359375,0.0015537844080276831,0.0,0.140625,True,True
8,257,1,1,157,1,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.14007568359375,0.0015537844080276831,0.0,0.140625,True,True
8,257,1,1,157,1,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.14007568359375,0.0015537844080276831,0.0,0.140625,True,False
8,257,1,1,157,1,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.062255859375,0.0006905708480123037,0.0,0.0625,True,True
8,257,1,1,157,1,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.062255859375,0.0006905708480123037,0.0,0.0625,True,True
8,257,1,1,157,1,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.062255859375,0.0006905708480123037,0.0,0.0625,True,False
8,257,2,2,158,2,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.24993896484375,0.0027623043845171127,0.0,0.25,True,True
8,257,2,2,158,2,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.24993896484375,0.0027623043845171127,0.0,0.25,True,True
8,257,2,2,158,2,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.24993896484375,0.0027623043845171127,0.0,0.25,True,False
8,257,2,2,158,2,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20245056152343757,0.0022374665514588617,0.0,0.2025,True,True
8,257,2,2,158,2,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20245056152343757,0.0022374665514588617,0.0,0.2025,True,True
8,257,2,2,158,2,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20245056152343757,0.0022374665514588617,0.0,0.2025,True,False
8,257,2,2,158,2,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.14059066772460938,0.001553796216290876,0.0,0.140625,True,True
8,257,2,2,158,2,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.14059066772460938,0.001553796216290876,0.0,0.140625,True,True
8,257,2,2,158,2,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.14059066772460938,0.001553796216290876,0.0,0.140625,True,False
8,257,2,2,158,2,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.0624847412109375,0.0006905760961292782,0.0,0.0625,True,True
8,257,2,2,158,2,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.0624847412109375,0.0006905760961292782,0.0,0.0625,True,True
8,257,2,2,158,2,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.0624847412109375,0.0006905760961292782,0.0,0.0625,True,False
8,257,3,1,6,1,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.248779296875,0.0027622715374086247,0.0,0.25,True,True
8,257,3,1,6,1,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.248779296875,0.0027622715374086247,0.0,0.25,True,True
8,257,3,1,6,1,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.248779296875,0.0027622715374086247,0.0,0.25,True,False
8,257,3,1,6,1,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20151123046875008,0.002237439945300986,0.0,0.2025,True,True
8,257,3,1,6,1,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20151123046875008,0.002237439945300986,0.0,0.2025,True,True
8,257,3,1,6,1,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20151123046875008,0.002237439945300986,0.0,0.2025,True,False
8,257,3,1,6,1,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.1399383544921875,0.0015537777397923514,0.0,0.140625,True,True
8,257,3,1,6,1,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.1399383544921875,0.0015537777397923514,0.0,0.140625,True,True
8,257,3,1,6,1,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.1399383544921875,0.0015537777397923514,0.0,0.140625,True,False
8,257,3,1,6,1,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.06219482421875,0.0006905678843521562,0.0,0.0625,True,True
8,257,3,1,6,1,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.06219482421875,0.0006905678843521562,0.0,0.0625,True,True
8,257,3,1,6,1,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.06219482421875,0.0006905678843521562,0.0,0.0625,True,False
8,257,4,1,91,2,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.25482177734375,0.0027617906406570826,0.0,0.25,True,True
8,257,4,1,91,2,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.25482177734375,0.0027617906406570826,0.0,0.25,True,True
8,257,4,1,91,2,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.25482177734375,0.0027617906406570826,0.0,0.25,True,False
8,257,4,1,91,2,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20640563964843756,0.002237050418932237,0.0,0.2025,True,True
8,257,4,1,91,2,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20640563964843756,0.002237050418932237,0.0,0.2025,True,True
8,257,4,1,91,2,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20640563964843756,0.002237050418932237,0.0,0.2025,True,False
8,257,4,1,91,2,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.14333724975585938,0.001553507235369609,0.0,0.140625,True,True
8,257,4,1,91,2,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.14333724975585938,0.001553507235369609,0.0,0.140625,True,True
8,257,4,1,91,2,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.14333724975585938,0.001553507235369609,0.0,0.140625,True,False
8,257,4,1,91,2,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.0637054443359375,0.0006904476601642706,0.0,0.0625,True,True
8,257,4,1,91,2,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.0637054443359375,0.0006904476601642706,0.0,0.0625,True,True
8,257,4,1,91,2,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.0637054443359375,0.0006904476601642706,0.0,0.0625,True,False
8,257,5,1,24,1,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.24908447265625,0.0027622859440832423,0.0,0.25,True,True
8,257,5,1,24,1,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.24908447265625,0.0027622859440832423,0.0,0.25,True,True
8,257,5,1,24,1,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.24908447265625,0.0027622859440832423,0.0,0.25,True,False
8,257,5,1,24,1,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20175842285156256,0.0022374516147074266,0.0,0.2025,True,True
8,257,5,1,24,1,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20175842285156256,0.0022374516147074266,0.0,0.2025,True,True
8,257,5,1,24,1,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20175842285156256,0.0022374516147074266,0.0,0.2025,True,False
8,257,5,1,24,1,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.14011001586914062,0.0015537858435468238,0.0,0.140625,True,True
8,257,5,1,24,1,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.14011001586914062,0.0015537858435468238,0.0,0.140625,True,True
8,257,5,1,24,1,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.14011001586914062,0.0015537858435468238,0.0,0.140625,True,False
8,257,5,1,24,1,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.0622711181640625,0.0006905714860208106,0.0,0.0625,True,True
8,257,5,1,24,1,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.0622711181640625,0.0006905714860208106,0.0,0.0625,True,True
8,257,5,1,24,1,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.0622711181640625,0.0006905714860208106,0.0,0.0625,True,False
8,257,6,2,77,1,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.252197265625,0.002762197774057344,0.0,0.25,True,True
8,257,6,2,77,1,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.252197265625,0.002762197774057344,0.0,0.25,True,True
8,257,6,2,77,1,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.252197265625,0.002762197774057344,0.0,0.25,True,False
8,257,6,2,77,1,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20427978515625006,0.002237380196986449,0.0,0.2025,True,True
8,257,6,2,77,1,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20427978515625006,0.002237380196986449,0.0,0.2025,True,True
8,257,6,2,77,1,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20427978515625006,0.002237380196986449,0.0,0.2025,True,False
8,257,6,2,77,1,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.1418609619140625,0.0015537362479072561,0.0,0.140625,True,True
8,257,6,2,77,1,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.1418609619140625,0.0015537362479072561,0.0,0.140625,True,True
8,257,6,2,77,1,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.1418609619140625,0.0015537362479072561,0.0,0.140625,True,False
8,257,6,2,77,1,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.06304931640625,0.000690549443514336,0.0,0.0625,True,True
8,257,6,2,77,1,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.06304931640625,0.000690549443514336,0.0,0.0625,True,True
8,257,6,2,77,1,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.06304931640625,0.000690549443514336,0.0,0.0625,True,False
8,257,7,1,126,1,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.24920654296875,0.0027622905542032507,0.0,0.25,True,True
8,257,7,1,126,1,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.24920654296875,0.0027622905542032507,0.0,0.25,True,True
8,257,7,1,126,1,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.24920654296875,0.0027622905542032507,0.0,0.25,True,False
8,257,7,1,126,1,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20185729980468756,0.0022374553489046337,0.0,0.2025,True,True
8,257,7,1,126,1,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20185729980468756,0.0022374553489046337,0.0,0.2025,True,True
8,257,7,1,126,1,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20185729980468756,0.0022374553489046337,0.0,0.2025,True,False
8,257,7,1,126,1,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.14017868041992188,0.0015537884367393287,0.0,0.140625,True,True
8,257,7,1,126,1,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.14017868041992188,0.0015537884367393287,0.0,0.140625,True,True
8,257,7,1,126,1,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.14017868041992188,0.0015537884367393287,0.0,0.140625,True,False
8,257,7,1,126,1,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.0623016357421875,0.0006905726385508127,0.0,0.0625,True,True
8,257,7,1,126,1,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.0623016357421875,0.0006905726385508127,0.0,0.0625,True,True
8,257,7,1,126,1,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.0623016357421875,0.0006905726385508127,0.0,0.0625,True,False
8,257,8,1,70,1,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.2470703125,0.002762114787932533,0.0,0.25,True,True
8,257,8,1,70,1,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.2470703125,0.002762114787932533,0.0,0.25,True,True
8,257,8,1,70,1,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.2470703125,0.002762114787932533,0.0,0.25,True,False
8,257,8,1,70,1,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20012695312500006,0.0022373129782253523,0.0,0.2025,True,True
8,257,8,1,70,1,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20012695312500006,0.0022373129782253523,0.0,0.2025,True,True
8,257,8,1,70,1,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20012695312500006,0.0022373129782253523,0.0,0.2025,True,False
8,257,8,1,70,1,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.13897705078125,0.00155368956821205,0.0,0.140625,True,True
8,257,8,1,70,1,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.13897705078125,0.00155368956821205,0.0,0.140625,True,True
8,257,8,1,70,1,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.13897705078125,0.00155368956821205,0.0,0.140625,True,False
8,257,8,1,70,1,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.061767578125,0.0006905286969831332,0.0,0.0625,True,True
8,257,8,1,70,1,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.061767578125,0.0006905286969831332,0.0,0.0625,True,True
8,257,8,1,70,1,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.061767578125,0.0006905286969831332,0.0,0.0625,True,False
8,257,9,1,151,1,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.2493896484375,0.0027622962345191094,0.0,0.25,True,True
8,257,9,1,151,1,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.2493896484375,0.0027622962345191094,0.0,0.25,True,True
8,257,9,1,151,1,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.2493896484375,0.0027622962345191094,0.0,0.25,True,False
8,257,9,1,151,1,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20200561523437505,0.0022374599499604786,0.0,0.2025,True,True
8,257,9,1,151,1,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20200561523437505,0.0022374599499604786,0.0,0.2025,True,True
8,257,9,1,151,1,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20200561523437505,0.0022374599499604786,0.0,0.2025,True,False
8,257,9,1,151,1,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.14028167724609375,0.0015537916319169989,0.0,0.140625,True,True
8,257,9,1,151,1,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.14028167724609375,0.0015537916319169989,0.0,0.140625,True,True
8,257,9,1,151,1,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.14028167724609375,0.0015537916319169989,0.0,0.140625,True,False
8,257,9,1,151,1,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.062347412109375,0.0006905740586297774,0.0,0.0625,True,True
8,257,9,1,151,1,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.062347412109375,0.0006905740586297774,0.0,0.0625,True,True
8,257,9,1,151,1,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.062347412109375,0.0006905740586297774,0.0,0.0625,True,False
8,257,10,1,8,2,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.2489013671875,0.002762277794030831,0.0,0.25,True,True
8,257,10,1,8,2,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.2489013671875,0.002762277794030831,0.0,0.25,True,True
8,257,10,1,8,2,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.2489013671875,0.002762277794030831,0.0,0.25,True,False
8,257,10,1,8,2,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20161010742187507,0.0022374450131649733,0.0,0.2025,True,True
8,257,10,1,8,2,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20161010742187507,0.0022374450131649733,0.0,0.2025,True,True
8,257,10,1,8,2,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20161010742187507,0.0022374450131649733,0.0,0.2025,True,False
8,257,10,1,8,2,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.14000701904296875,0.0015537812591423425,0.0,0.140625,True,True
8,257,10,1,8,2,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.14000701904296875,0.0015537812591423425,0.0,0.140625,True,True
8,257,10,1,8,2,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.14000701904296875,0.0015537812591423425,0.0,0.140625,True,False
8,257,10,1,8,2,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.062225341796875,0.0006905694485077078,0.0,0.0625,True,True
8,257,10,1,8,2,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.062225341796875,0.0006905694485077078,0.0,0.0625,True,True
8,257,10,1,8,2,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.062225341796875,0.0006905694485077078,0.0,0.0625,True,False
8,257,11,1,17,2,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.2471923828125,0.002762130265692572,0.0,0.25,True,True
8,257,11,1,17,2,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.2471923828125,0.002762130265692572,0.0,0.25,True,True
8,257,11,1,17,2,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.2471923828125,0.002762130265692572,0.0,0.25,True,False
8,257,11,1,17,2,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20022583007812506,0.0022373255152109838,0.0,0.2025,True,True
8,257,11,1,17,2,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20022583007812506,0.0022373255152109838,0.0,0.2025,True,True
8,257,11,1,17,2,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20022583007812506,0.0022373255152109838,0.0,0.2025,True,False
8,257,11,1,17,2,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.13904571533203125,0.0015536982744520718,0.0,0.140625,True,True
8,257,11,1,17,2,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.13904571533203125,0.0015536982744520718,0.0,0.140625,True,True
8,257,11,1,17,2,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.13904571533203125,0.0015536982744520718,0.0,0.140625,True,False
8,257,11,1,17,2,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.061798095703125,0.000690532566423143,0.0,0.0625,True,True
8,257,11,1,17,2,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.061798095703125,0.000690532566423143,0.0,0.0625,True,True
8,257,11,1,17,2,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.061798095703125,0.000690532566423143,0.0,0.0625,True,False
